Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Immediate_Cause_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S004184    ,Sant Martí,el Clot,Bilbao,Dilluns,2023,7,July,10,23,Night,Ignoring traffic light,432504.38,4585011.18,2.191278943,41.41197003,2023-07-10 23:00:00
2023S000182    ,Sant Martí,el Camp de l'Arpa del Clot,València,Dimecres,2023,1,January,11,14,Afternoon,Not respecting distances,432109.46,4584781.87,2.186579858,41.409871422,2023-01-11 14:00:00
2023S007537    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Dimarts,2023,12,December,19,15,Afternoon,Lack of driving attention,432136.49,4585039.63,2.186874308,41.412195273,2023-12-19 15:00:00
2023S006887    ,Sant Martí,Sant Martí de Provençals,Eduard Torroja,Dilluns,2023,11,November,20,15,Afternoon,Lack of driving attention,433155.07,4585398.84,2.199020969,41.415515989,2023-11-20 15:00:00
2023S004387    ,Sant Martí,el Clot,Aragó,Thursday,2023,7,July,20,11,Morning,Lack of driving attention,432474.36,4584951.33,2.190926467,41.411428456,2023-07-20 11:00:00
2023S006308    ,Sant Martí,el Besòs i el Maresme,Litoral (Llobregat),Dimecres,2023,10,October,25,18,Afternoon,Lack of driving attention,435017.2,4584731.2,2.221372632,41.409655535,2023-10-25 18:00:00
2023S000255    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Saturday,2023,1,January,14,12,Morning,Lack of driving attention,433983.96,4586430.89,2.208825686,41.42487995,2023-01-14 12:00:00
2023S001134    ,Sant Martí,el Clot,Aragó,Saturday,2023,2,February,25,13,Morning,Lack of driving attention,432349.81,4584858.95,2.189446694,41.410585936,2023-02-25 13:00:00
2023S003923    ,Sant Martí,el Besòs i el Maresme,Eduard Maristany,Thursday,2023,6,June,29,15,Afternoon,Desobeir altres senyals,434943.88,4585010.04,2.220465456,41.412161049,2023-06-29 15:00:00
2023S007720    ,Sant Martí,el Clot,Bilbao,Saturday,2023,12,December,30,18,Afternoon,Lack of driving attention,432719.9,4584775.41,2.193883662,41.409864598,2023-12-30 18:00:00
2023S005009    ,Sant Martí,la Verneda i la Pau,Prim,Dimarts,2023,8,August,22,8,Morning,Lack of driving attention,433074.13,4586774.31,2.197900238,41.427897705,2023-08-22 08:00:00
2023S000159    ,Sant Martí,el Besòs i el Maresme,Llull,Dimarts,2023,1,January,10,8,Morning,Not respecting pedestrian crossing,434701.03,4585065.69,2.217553955,41.41264257,2023-01-10 08:00:00
2023S001296    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Dilluns,2023,3,March,6,3,Night,Altres,433502.58,4586018.4,2.20311067,41.421125044,2023-03-06 03:00:00
2023S007444    ,Sant Martí,Sant Martí de Provençals,Guipúscoa,Friday,2023,12,December,15,14,Afternoon,Ignoring traffic light,433366.06,4585856.75,2.201494928,41.41965779,2023-12-15 14:00:00
2023S006638    ,Sant Martí,la Verneda i la Pau,Prim,Dimecres,2023,11,November,8,19,Afternoon,Not respecting pedestrian crossing,433942.83,4585841.27,2.20839795,41.419566019,2023-11-08 19:00:00
2023S001270    ,Sant Martí,Provençals del Poblenou,Diagonal,Saturday,2023,3,March,4,13,Morning,Lack of driving attention,432706.68,4584237.28,2.193785375,41.405016704,2023-03-04 13:00:00
2023S001508    ,Sant Martí,el Besòs i el Maresme,Llull,Thursday,2023,3,March,16,10,Morning,Ignoring traffic light,434419.1,4584784.71,2.214211356,41.410088881,2023-03-16 10:00:00
2023S002664    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Friday,2023,5,May,5,14,Afternoon,Gir indegut o sense precaució,433946.2,4585071.93,2.208522331,41.412637051,2023-05-05 14:00:00
2023S004789    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Dimarts,2023,8,August,8,8,Morning,Avançament defectuós/improcedent,433946.2,4585071.93,2.208522331,41.412637051,2023-08-08 08:00:00
2023S007411    ,Sant Martí,Provençals del Poblenou,Bilbao,Thursday,2023,12,December,14,13,Morning,Envair calçada contrària,433090.05,4584419.2,2.198351418,41.406687227,2023-12-14 13:00:00
2023S000495    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Dimecres,2023,1,January,25,22,Night,No determinada,433775.16,4586285.44,2.206343032,41.423552727,2023-01-25 22:00:00
2023S003204    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Dilluns,2023,5,May,29,15,Afternoon,Altres,434039.87,4585166.59,2.209632692,41.413497328,2023-05-29 15:00:00
2023S000977    ,Sant Martí,Provençals del Poblenou,Marroc,Friday,2023,2,February,17,6,Morning,Canvi de carril sense precaució,433045.64,4584389.88,2.197823383,41.40641945,2023-02-17 06:00:00
2023S005609    ,Sant Martí,Provençals del Poblenou,Veneçuela,Dimecres,2023,9,September,20,7,Morning,Lack of driving attention,433751.02,4584696.28,2.206228314,41.409237594,2023-09-20 07:00:00
2023S001209    ,Sant Martí,el Besòs i el Maresme,Bernat Metge,Dimecres,2023,3,March,1,19,Afternoon,Altres,434063.8,4585718.2,2.209858838,41.418467502,2023-03-01 19:00:00
2023S004226    ,Sant Martí,el Poblenou,Salvador Espriu,Dimecres,2023,7,July,12,9,Morning,Not respecting distances,433406.97,4582829.32,2.202317738,41.392393906,2023-07-12 09:00:00
2023S005397    ,Sant Martí,el Besòs i el Maresme,Prim,Dilluns,2023,9,September,11,20,Afternoon,Lack of driving attention,434249.26,4585469.05,2.212105017,41.416238677,2023-09-11 20:00:00
2023S004211    ,Sant Martí,el Poblenou,Calvell,Dimarts,2023,7,July,11,14,Afternoon,Unknown,433819.07,4583503.53,2.207172923,41.398500396,2023-07-11 14:00:00
2023S004864    ,Sant Martí,el Poblenou,Litoral,Saturday,2023,8,August,12,2,Night,Lack of driving attention,433903.38,4583302.86,2.208203325,41.396699947,2023-08-12 02:00:00
2023S004916    ,Sant Martí,el Poblenou,Litoral (Besòs),Dimarts,2023,8,August,15,13,Morning,Not respecting distances,433903.38,4583302.86,2.208203325,41.396699947,2023-08-15 13:00:00
2023S001332    ,Sant Martí,el Poblenou,Litoral (Besòs),Dimarts,2023,3,March,7,6,Morning,Lack of driving attention,433600.12,4582986.31,2.204610681,41.393823857,2023-03-07 06:00:00
2023S005597    ,Sant Martí,el Poblenou,Litoral (Besòs),Friday,2023,9,September,22,11,Morning,Not respecting distances,433590.9,4582862.8,2.204513955,41.39271067,2023-09-22 11:00:00
2023S006876    ,Sant Martí,el Poblenou,Litoral (Llobregat),Dilluns,2023,11,November,20,7,Morning,Desobeir altres senyals,433762.35,4583188.31,2.206528964,41.39565661,2023-11-20 07:00:00
2023S000749    ,Sant Martí,el Poblenou,Litoral (Llobregat),Dimarts,2023,2,February,7,8,Morning,Not respecting distances,433762.35,4583188.31,2.206528964,41.39565661,2023-02-07 08:00:00
2023S003017    ,Sant Martí,el Poblenou,Litoral,Dilluns,2023,5,May,22,12,Morning,Not respecting distances,433600.12,4582986.31,2.204610681,41.393823857,2023-05-22 12:00:00
2023S000097    ,Sant Martí,Provençals del Poblenou,C-31,Friday,2023,1,January,6,15,Afternoon,Not respecting distances,432687.43,4584673.71,2.193506522,41.408945895,2023-01-06 15:00:00
2023S007161    ,Sant Martí,el Poblenou,Ramon Turró,Friday,2023,12,December,1,15,Afternoon,Ignoring traffic light,433268.89,4583467.86,2.20059583,41.398133627,2023-12-01 15:00:00
2023S002391    ,Sant Martí,el Poblenou,Ramon Turró,Dilluns,2023,4,April,24,22,Night,Altres,433300.75,4583483.72,2.200975176,41.398279119,2023-04-24 22:00:00
2023S003278    ,Sant Martí,Provençals del Poblenou,Perú,Friday,2023,6,June,2,14,Afternoon,Lack of driving attention,432901.43,4584611.26,2.196073636,41.408401328,2023-06-02 14:00:00
2023S003217    ,Sant Martí,Provençals del Poblenou,C-31,Dimarts,2023,5,May,30,7,Morning,Desobeir altres senyals,433372.35,4585277.86,2.201633992,41.41444441,2023-05-30 07:00:00
2023S001586    ,Sant Martí,Provençals del Poblenou,C-31,Diumenge,2023,3,March,19,20,Afternoon,No determinada,433865.68,4585738.91,2.207486014,41.41863774,2023-03-19 20:00:00
2023S003315    ,Sant Martí,Provençals del Poblenou,Marroc,Saturday,2023,6,June,3,20,Afternoon,Not respecting distances,433121.68,4584464.69,2.19872478,41.407099577,2023-06-03 20:00:00
2023S000147    ,Sant Martí,el Poblenou,Badajoz,Dilluns,2023,1,January,9,16,Afternoon,Altres,433123.81,4583248.94,2.198884647,41.39614981,2023-01-09 16:00:00
2023S003450    ,Sant Martí,Provençals del Poblenou,Sant Joan de Malta,Friday,2023,6,June,9,21,Afternoon,No determinada,432668.69,4584589.21,2.193291734,41.408183256,2023-06-09 21:00:00
2023S007593    ,Sant Martí,Provençals del Poblenou,C-31,Thursday,2023,12,December,21,18,Afternoon,Altres,433199.77,4585018.94,2.199597762,41.412098054,2023-12-21 18:00:00
2023S003617    ,Sant Martí,Provençals del Poblenou,Perú,Saturday,2023,6,June,17,17,Afternoon,Not respecting distances,433092.71,4584796.53,2.198341497,41.410085958,2023-06-17 17:00:00
2023S006856    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pujades,Saturday,2023,11,November,18,17,Afternoon,No determinada,433940.1,4584505.75,2.208511197,41.407537109,2023-11-18 17:00:00
2023S005951    ,Sant Martí,el Poblenou,Pallars,Diumenge,2023,10,October,8,7,Morning,Lack of driving attention,433179.01,4583945.06,2.199468028,41.402424177,2023-10-08 07:00:00
2023S005619    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal,Saturday,2023,9,September,23,16,Afternoon,Unknown,434419.1,4584784.71,2.214211356,41.410088881,2023-09-23 16:00:00
2023S005681    ,Sant Martí,el Poblenou,Bilbao,Dimarts,2023,9,September,26,6,Morning,Lack of driving attention,433491.9,4584031.59,2.203201401,41.403229491,2023-09-26 06:00:00
2023S003174    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda,Saturday,2023,5,May,27,13,Morning,Lack of driving attention,434217.23,4583928.75,2.211889326,41.402362947,2023-05-27 13:00:00
2023S006166    ,Sant Martí,el Poblenou,Poblenou,Dimecres,2023,10,October,18,19,Afternoon,No determinada,433471.15,4583630.06,2.202997334,41.399611292,2023-10-18 19:00:00
2023S007519    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Dimarts,2023,12,December,19,7,Morning,No determinada,432405.38,4583010.31,2.190318066,41.39394043,2023-12-19 07:00:00
2023S003394    ,Sant Martí,el Poblenou,Tànger,Dimecres,2023,6,June,7,17,Afternoon,Lack of driving attention,432896.49,4584227.11,2.196057155,41.404940981,2023-06-07 17:00:00
2023S002006    ,Sant Martí,el Parc i la Llacuna del Poblenou,Sardenya,Diumenge,2023,4,April,9,4,Night,Lack of driving attention,432172.96,4582883.83,2.187552331,41.392781679,2023-04-09 04:00:00
2023S001036    ,Sant Martí,el Parc i la Llacuna del Poblenou,Meridiana,Dilluns,2023,2,February,20,14,Afternoon,Ignoring traffic light,432116.2,4582922.61,2.186869104,41.393126169,2023-02-20 14:00:00
2023S000384    ,Sant Martí,el Parc i la Llacuna del Poblenou,Meridiana,Friday,2023,1,January,20,14,Afternoon,Ignoring traffic light,432118.05,4583103.43,2.186870951,41.394754921,2023-01-20 14:00:00
2023S006423    ,Sant Martí,el Parc i la Llacuna del Poblenou,Àvila,Dilluns,2023,10,October,30,13,Morning,Lack of driving attention,432868.94,4583320.25,2.195828201,41.396770832,2023-10-30 13:00:00
2023S005592    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària,Friday,2023,9,September,22,7,Morning,Gir indegut o sense precaució,434644.15,4584350.37,2.216950734,41.406195222,2023-09-22 07:00:00
2023S003794    ,Sant Martí,el Parc i la Llacuna del Poblenou,Bolívia,Friday,2023,6,June,23,21,Afternoon,Altres,432130.09,4583673.45,2.186951029,41.399889949,2023-06-23 21:00:00
2023S006783    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs),Dimecres,2023,11,November,15,19,Afternoon,Lack of driving attention,434385.74,4583964.78,2.213901191,41.402701239,2023-11-15 19:00:00
2023S006115    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs),Dilluns,2023,10,October,16,11,Morning,Lack of driving attention,434153.58,4583878.28,2.211133418,41.401903162,2023-10-16 11:00:00
2023S001372    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Dimecres,2023,3,March,8,20,Afternoon,Lack of driving attention,434723.77,4584307.91,2.217907814,41.405819268,2023-03-08 20:00:00
2023S006480    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Thursday,2023,11,November,2,8,Morning,Avançament defectuós/improcedent,434371.96,4583978.79,2.213734829,41.402826298,2023-11-02 08:00:00
2023S000223    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Friday,2023,1,January,13,8,Morning,Canvi de carril sense precaució,434299.84,4583908.15,2.212879771,41.402184166,2023-01-13 08:00:00
2023S004255    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Thursday,2023,7,July,13,16,Afternoon,Not respecting distances,434020.31,4583616.44,2.209567765,41.399533898,2023-07-13 16:00:00
2023S001689    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),Thursday,2023,3,March,23,19,Afternoon,Canvi de carril sense precaució,434020.31,4583616.44,2.209567765,41.399533898,2023-03-23 19:00:00
2023S003390    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Dimecres,2023,6,June,7,11,Morning,Canvi de carril sense precaució,434330.75,4584347.66,2.213201814,41.406145258,2023-06-07 11:00:00
2023S004691    ,Sant Martí,el Parc i la Llacuna del Poblenou,Roc Boronat,Dimecres,2023,8,August,2,14,Afternoon,Lack of driving attention,432761.21,4583977.33,2.194466597,41.402679971,2023-08-02 14:00:00
2023S003675    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat,Dilluns,2023,6,June,19,14,Afternoon,Gir indegut o sense precaució,434745.03,4584723.59,2.218117298,41.40956493,2023-06-19 14:00:00
2023S003818    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Provençals,Dilluns,2023,6,June,26,7,Morning,Altres,434375.78,4584056.09,2.21377214,41.403522834,2023-06-26 07:00:00
2023S003818    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Provençals,Dilluns,2023,6,June,26,7,Morning,Lack of driving attention,434375.78,4584056.09,2.21377214,41.403522834,2023-06-26 07:00:00
2023S006605    ,Sant Martí,el Parc i la Llacuna del Poblenou,Àvila,Dimarts,2023,11,November,7,14,Afternoon,Gir indegut o sense precaució,432467.64,4583701.57,2.190985598,41.400171656,2023-11-07 14:00:00
2023S005457    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària,Friday,2023,9,September,15,12,Morning,Lack of driving attention,434371.96,4583978.79,2.213734829,41.402826298,2023-09-15 12:00:00
2023S003067    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Josep Pla,Dilluns,2023,5,May,22,11,Morning,Manca precaució efectuar marxa enrera,434738.18,4584478.4,2.218061805,41.407356003,2023-05-22 11:00:00
2023S006566    ,Sant Martí,el Parc i la Llacuna del Poblenou,Tànger,Dilluns,2023,11,November,6,11,Morning,Canvi de carril sense precaució,432348.34,4583709.18,2.189557698,41.400230163,2023-11-06 11:00:00
2023S007208    ,Ciutat Vella,el Raval,Drassanes,Diumenge,2023,12,December,3,18,Afternoon,Ignoring traffic light,431213.91,4580892.22,2.176307867,41.374762308,2023-12-03 18:00:00
2023S005657    ,Ciutat Vella,el Raval,Sant Oleguer,Dilluns,2023,9,September,25,23,Night,Unknown,430767.99,4581214.43,2.170939112,41.377626103,2023-09-25 23:00:00
2023S005580    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal,Thursday,2023,9,September,21,13,Morning,No determinada,432597.32,4584229.48,2.192477997,41.404937285,2023-09-21 13:00:00
2023S004870    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal,Saturday,2023,8,August,12,9,Morning,Lack of driving attention,432462.86,4584186.25,2.190874314,41.404536633,2023-08-12 09:00:00
2023S004311    ,Ciutat Vella,el Raval,Sant Pau,Dilluns,2023,7,July,17,8,Morning,Manca precaució incorporació circulació,430216.19,4581236.02,2.16433839,41.377772867,2023-07-17 08:00:00
2023S000994    ,Sant Martí,el Parc i la Llacuna del Poblenou,Corts Catalanes,Friday,2023,2,February,17,13,Morning,No determinada,432321.43,4584249.36,2.189175375,41.405093146,2023-02-17 13:00:00
2023S001294    ,Ciutat Vella,el Raval,Drassanes,Diumenge,2023,3,March,5,14,Afternoon,No cedir la dreta,430949.91,4581096.04,2.173127947,41.376575438,2023-03-05 14:00:00
2023S005355    ,Sant Martí,el Parc i la Llacuna del Poblenou,Tànger,Saturday,2023,9,September,9,17,Afternoon,Ignoring traffic light,432615.57,4583950.92,2.192727345,41.402429902,2023-09-09 17:00:00
2023S003963    ,Ciutat Vella,el Raval,Rambla,Friday,2023,6,June,30,17,Afternoon,Altres,430953.01,4581593.13,2.173108351,41.381052854,2023-06-30 17:00:00
2023S000947    ,Ciutat Vella,el Raval,Sant Rafael,Dimecres,2023,2,February,15,19,Afternoon,Lack of driving attention,430647.69,4581382.29,2.169481386,41.379127605,2023-02-15 19:00:00
2023S001231    ,Ciutat Vella,el Raval,Raval,Thursday,2023,3,March,2,21,Afternoon,Altres,430611.47,4581360.46,2.16905077,41.378927864,2023-03-02 21:00:00
2023S004700    ,Ciutat Vella,el Raval,Raval,Dimecres,2023,8,August,2,16,Afternoon,No determinada,430524.89,4581414.89,2.168009212,41.379410624,2023-08-02 16:00:00
2023S001515    ,Ciutat Vella,el Raval,Sant Antoni Abat,Thursday,2023,3,March,16,16,Afternoon,Lack of driving attention,430308.21,4581410.08,2.16541871,41.379348553,2023-03-16 16:00:00
2023S001664    ,Sant Martí,el Parc i la Llacuna del Poblenou,C-31,Dimecres,2023,3,March,22,18,Afternoon,Unknown,432509.94,4584438.01,2.191409426,41.40680812,2023-03-22 18:00:00
2023S003366    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Dimarts,2023,6,June,6,16,Afternoon,Canvi de carril sense precaució,432592.28,4582626.29,2.19259629,41.390497358,2023-06-06 16:00:00
2023S001008    ,Ciutat Vella,el Raval,Paral·lel,Saturday,2023,2,February,18,14,Afternoon,Not respecting distances,430604.76,4580941.98,2.169018472,41.375158156,2023-02-18 14:00:00
2023S005017    ,Ciutat Vella,el Raval,Reina Amàlia,Dimarts,2023,8,August,22,20,Afternoon,Unknown,430455.94,4581141.88,2.167216052,41.376945743,2023-08-22 20:00:00
2023S003096    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Thursday,2023,5,May,25,14,Afternoon,Desobeir altres senyals,432985.66,4583007.18,2.197258985,41.393960831,2023-05-25 14:00:00
2023S007599    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,2023,12,December,22,0,Night,Canvi de carril sense precaució,432888.89,4582323.45,2.196177347,41.38779457,2023-12-22 00:00:00
2023S002602    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Dimecres,2023,5,May,3,10,Morning,Lack of driving attention,432888.89,4582323.45,2.196177347,41.38779457,2023-05-03 10:00:00
2023S007724    ,Ciutat Vella,el Raval,Portal de la Pau,Saturday,2023,12,December,30,22,Night,Altres,431293.95,4581061.37,2.177245735,41.376292639,2023-12-30 22:00:00
2023S005099    ,Ciutat Vella,el Raval,Hospital,Friday,2023,8,August,25,23,Night,No determinada,430802.95,4581563.96,2.171317221,41.380777229,2023-08-25 23:00:00
2023S000269    ,Ciutat Vella,el Raval,Lleialtat,Saturday,2023,1,January,14,23,Night,Lack of driving attention,430427.24,4581159.64,2.166870831,41.37710322,2023-01-14 23:00:00
2023S005885    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Thursday,2023,10,October,5,14,Afternoon,Canvi de carril sense precaució,433185.75,4582626.29,2.199694255,41.390546905,2023-10-05 14:00:00
2023S005327    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Friday,2023,9,September,8,10,Morning,Desobeir altres senyals,433073.95,4583092.36,2.19830558,41.394735382,2023-09-08 10:00:00
2023S005793    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Diumenge,2023,10,October,1,20,Afternoon,Lack of driving attention,433185.75,4582626.29,2.199694255,41.390546905,2023-10-01 20:00:00
2023S004493    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Dimarts,2023,7,July,25,7,Morning,Not respecting distances,433042.41,4582486.79,2.197995321,41.389278535,2023-07-25 07:00:00
2023S006006    ,Sant Martí,la Vila Olímpica del Poblenou,Rosa Sensat,Dimarts,2023,10,October,10,15,Afternoon,Altres,432735.43,4582842.99,2.194284297,41.392461111,2023-10-10 15:00:00
2023S006688    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Saturday,2023,11,November,11,1,Night,Desobeir altres senyals,433073.95,4583092.36,2.19830558,41.394735382,2023-11-11 01:00:00
2023S005062    ,Sant Martí,la Vila Olímpica del Poblenou,Joan Oliver,Friday,2023,8,August,25,5,Night,Lack of driving attention,433298.47,4582876.14,2.201014868,41.392806606,2023-08-25 05:00:00
2023S006314    ,Ciutat Vella,el Barri Gòtic,Catalunya,Dimecres,2023,10,October,25,23,Night,Not respecting pedestrian crossing,430809.64,4582248.27,2.171319034,41.386941184,2023-10-25 23:00:00
2023S002449    ,Ciutat Vella,el Barri Gòtic,Catalunya,Dimecres,2023,4,April,26,20,Afternoon,Lack of driving attention,430693.9,4582260.17,2.169933494,41.387038395,2023-04-26 20:00:00
2023S006838    ,Ciutat Vella,el Raval,Josep Carner,Friday,2023,11,November,17,21,Afternoon,Lack of driving attention,431213.91,4580892.22,2.176307867,41.374762308,2023-11-17 21:00:00
2023S005697    ,Ciutat Vella,el Barri Gòtic,Colom,Dimecres,2023,9,September,27,18,Afternoon,Lack of driving attention,431548.04,4581400.91,2.180245634,41.379372452,2023-09-27 18:00:00
2023S001027    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Diumenge,2023,2,February,19,18,Afternoon,Ignoring traffic light,431141.53,4581056.3,2.175423758,41.376233939,2023-02-19 18:00:00
2023S004640    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Diumenge,2023,7,July,30,23,Night,No cedir la dreta,431141.53,4581056.3,2.175423758,41.376233939,2023-07-30 23:00:00
2023S005847    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Dimecres,2023,10,October,4,13,Morning,Altres,431141.53,4581056.3,2.175423758,41.376233939,2023-10-04 13:00:00
2023S007318    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Dilluns,2023,12,December,11,6,Morning,Desobeir altres senyals,431141.53,4581056.3,2.175423758,41.376233939,2023-12-11 06:00:00
2023S003263    ,Ciutat Vella,el Barri Gòtic,Laietana,Thursday,2023,6,June,1,18,Afternoon,Altres,431444.23,4581878.06,2.17895026,41.38366117,2023-06-01 18:00:00
2023S003114    ,Sant Martí,la Vila Olímpica del Poblenou,Ramon Trias Fargas,Friday,2023,5,May,26,9,Morning,Gir indegut o sense precaució,432464.9,4582585.04,2.191077416,41.390115138,2023-05-26 09:00:00
2023S002554    ,Ciutat Vella,el Barri Gòtic,Ample,Dilluns,2023,5,May,1,18,Afternoon,Altres,431507.83,4581480.02,2.179755856,41.380081551,2023-05-01 18:00:00
2023S004830    ,Ciutat Vella,el Barri Gòtic,Josep Anselm Clavé,Dimecres,2023,8,August,2,19,Afternoon,No determinada,431311.42,4581120.25,2.177447955,41.376824447,2023-08-02 19:00:00
2023S003134    ,Sant Martí,la Vila Olímpica del Poblenou,Icària,Friday,2023,5,May,26,17,Afternoon,Ignoring traffic light,432928.56,4582665.26,2.196613915,41.39087648,2023-05-26 17:00:00
2023S007400    ,Ciutat Vella,el Barri Gòtic,Portaferrissa,Thursday,2023,12,December,14,8,Morning,Lack of driving attention,430838.81,4581811.79,2.171717742,41.383012447,2023-12-14 08:00:00
2023S006243    ,Sant Martí,la Vila Olímpica del Poblenou,Icària,Dilluns,2023,10,October,23,7,Morning,Altres,432581.53,4582256.41,2.192508909,41.387165041,2023-10-23 07:00:00
2023S001842    ,Ciutat Vella,el Barri Gòtic,Colom,Friday,2023,3,March,31,10,Morning,Canvi de carril sense precaució,431645.93,4581570.38,2.181397078,41.380907151,2023-03-31 10:00:00
2023S000572    ,Ciutat Vella,el Barri Gòtic,Catalunya,Dilluns,2023,1,January,30,10,Morning,Lack of driving attention,430704.97,4582088.39,2.170085544,41.385492178,2023-01-30 10:00:00
2023S006172    ,Ciutat Vella,el Barri Gòtic,Ferran,Dimecres,2023,10,October,18,20,Afternoon,Altres,431240.2,4581726.58,2.176527507,41.38227941,2023-10-18 20:00:00
2023S006721    ,Ciutat Vella,el Barri Gòtic,Templers,Diumenge,2023,11,November,12,22,Night,Manca precaució efectuar marxa enrera,431383.73,4581691.82,2.178247855,41.381978597,2023-11-12 22:00:00
2023S003885    ,Ciutat Vella,el Barri Gòtic,Laietana,Dimarts,2023,6,June,27,17,Afternoon,Lack of driving attention,431379.66,4581944.09,2.178170598,41.384250376,2023-06-27 17:00:00
2023S006705    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Saturday,2023,11,November,11,23,Night,Not respecting distances,431627.7,4581413.57,2.18119678,41.379493255,2023-11-11 23:00:00
2023S001570    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Saturday,2023,3,March,18,23,Night,No determinada,431520.59,4581243.79,2.179935149,41.377954977,2023-03-18 23:00:00
2023S005985    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Dilluns,2023,10,October,9,13,Morning,Canvi de carril sense precaució,431229.39,4581076.77,2.176472014,41.376425825,2023-10-09 13:00:00
2023S000915    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Dimarts,2023,2,February,14,17,Afternoon,Altres,431520.59,4581243.79,2.179935149,41.377954977,2023-02-14 17:00:00
2023S003219    ,Ciutat Vella,el Raval,Sant Antoni,Dimarts,2023,5,May,30,10,Morning,Altres,430184.49,4581833.13,2.163890504,41.383148104,2023-05-30 10:00:00
2023S001195    ,Ciutat Vella,el Barri Gòtic,Portal de la Pau,Dimecres,2023,3,March,1,9,Morning,Avançament defectuós/improcedent,431308.23,4581076.48,2.177414774,41.37642995,2023-03-01 09:00:00
2023S004308    ,Ciutat Vella,el Barri Gòtic,Portal de la Pau,Diumenge,2023,7,July,16,19,Afternoon,Unknown,431358.53,4581040.46,2.178020316,41.376109822,2023-07-16 19:00:00
2023S004772    ,Ciutat Vella,el Barri Gòtic,Ferran,Diumenge,2023,8,August,6,21,Afternoon,Altres,431167.82,4581634.66,2.175672395,41.381445319,2023-08-06 21:00:00
2023S002208    ,Ciutat Vella,el Raval,Tallers,Dilluns,2023,4,April,17,14,Afternoon,No determinada,430414.06,4582030.32,2.166613195,41.384944034,2023-04-17 14:00:00
2023S007587    ,Ciutat Vella,el Raval,Pelai,Thursday,2023,12,December,21,16,Afternoon,Not respecting distances,430492.54,4582099.03,2.16754385,41.385569673,2023-12-21 16:00:00
2023S000667    ,Ciutat Vella,el Raval,Rambla,Friday,2023,2,February,3,12,Morning,Not respecting pedestrian crossing,430904.77,4581667.85,2.172522958,41.381721692,2023-02-03 12:00:00
