Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Day_Type,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model,Vehicle_Brand,Vehicle_Color,License_Description,License_Age,Coordenada_UTM_X,Coordenada_UTM_Y,Latitud,Longitud
2020S000620    ,Les Corts,les Corts,Corts,Monday,Working Day,2020,1,January,27,13,Morning,Not the pedestrian’s fault,Articulated bus,NEW CITY MAN A-24GNC,CASTROSUA,Red,D,10,427223.78,4581825.81,41.382819659,2.12848549
2020S000621    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Monday,Working Day,2020,1,January,27,13,Morning,Not the pedestrian’s fault,Articulated bus,NEW CITY MAN A-24GNC,CASTROSUA,Red,D,13,430874.03,4582799.68,41.391913108,2.17202613
2020S000622    ,Nou Barris,Vilapicina i la Torre Llobeta,Concepción Arenal,Monday,Working Day,2020,1,January,27,14,Afternoon,Disobey traffic light signal,Motorcycle,XP500,YAMAHA,Gray,A,2,431926.96,4586772.93,41.427788822,2.18417227
2020S000623    ,Eixample,la Nova Esquerra de l'Eixample,Rosselló,Monday,Working Day,2020,1,January,27,14,Afternoon,Not the pedestrian’s fault,Car,FABIA,SKODA,Blue,B,26,428464.97,4581820.36,41.382881951,2.14332893
2020S000624    ,Nou Barris,Verdun,Favència,Monday,Working Day,2020,1,January,27,15,Afternoon,Not the pedestrian’s fault,Motorcycle,VT125C,HONDA,Black,B,11,431139.44,4588613.12,41.444295575,2.1745383
2020S000625    ,Sants-Montjuïc,Hostafrancs,Creu Coberta,Monday,Working Day,2020,1,January,27,14,Afternoon,Not the pedestrian’s fault,Van,KANGOO,RENAULT,White,B,1,428533.29,4580982.14,41.37533847,2.14424484
2020S000625    ,Sants-Montjuïc,Hostafrancs,Creu Coberta,Monday,Working Day,2020,1,January,27,14,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Black,B,14,428533.29,4580982.14,41.37533847,2.14424484
2020S000626    ,Les Corts,les Corts,Diagonal,Monday,Working Day,2020,1,January,27,15,Afternoon,Not the pedestrian’s fault,Bus,CITTOUR,NOGE,Unknown,D,20,427948.61,4582755.86,41.391261543,2.1370427
2020S000627    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Balsareny,Monday,Working Day,2020,1,January,27,15,Afternoon,Not the pedestrian’s fault,Motorcycle,K-XCT 300I,KYMCO,Unknown,A,8,427260.98,4585013.9,41.411536834,2.12854715
2020S000628    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Carles Riba,Monday,Working Day,2020,1,January,27,17,Afternoon,Not the pedestrian’s fault,Motorcycle,BEVERLY 125 I. E.,PIAGGIO,Unknown,B,39,426924.89,4585067.78,41.411991603,2.12451975
2020S000629    ,Sant Andreu,la Trinitat Vella,Bàrcino,Monday,Working Day,2020,1,January,27,16,Afternoon,Not the pedestrian’s fault,Rigid truck <= 3.5 tons,FA LF 55.250,DAF-HERMANNS,White,B,9,432784.28,4589440.6,41.451887886,2.19413482
2020S000629    ,Sant Andreu,la Trinitat Vella,Bàrcino,Monday,Working Day,2020,1,January,27,16,Afternoon,Not the pedestrian’s fault,Car,MEGANE,RENAULT,Maroon,B,20,432784.28,4589440.6,41.451887886,2.19413482
2020S000630    ,Eixample,Sant Antoni,Corts Catalanes,Monday,Working Day,2020,1,January,27,17,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor, ,XIAOMI,Unknown,Unknown,Unknown,429792.67,4581741.49,41.382288615,2.15921548
2020S000631    ,Eixample,el Fort Pienc,Casp,Monday,Working Day,2020,1,January,27,18,Afternoon,Not the pedestrian’s fault,Car,CARENS,KIA,Gray,B,23,431788.09,4583538.21,41.398642924,2.18287534
2020S000631    ,Eixample,el Fort Pienc,Casp,Monday,Working Day,2020,1,January,27,18,Afternoon,Not the pedestrian’s fault,Car,TOYOTA AYGO,TOYOTA,Red,B,40,431788.09,4583538.21,41.398642924,2.18287534
2020S000632    ,Les Corts,Pedralbes,Diagonal,Monday,Working Day,2020,1,January,27,18,Afternoon,Not the pedestrian’s fault,Motorcycle,YP125R,YAMAHA,Gray,Unknown,Unknown,425818.02,4582082.48,41.385002917,2.11164334
2020S000632    ,Les Corts,Pedralbes,Diagonal,Monday,Working Day,2020,1,January,27,18,Afternoon,Not the pedestrian’s fault,Motorcycle,UX 125,SUZUKI,Black,B,13,425818.02,4582082.48,41.385002917,2.11164334
2020S000633    ,Sant Andreu,el Bon Pastor,Monterrey,Monday,Working Day,2020,1,January,27,17,Afternoon,Not the pedestrian’s fault,Rigid truck > 3.5 tons,430,DAF-HERMANNS,White,D,33,433767.29,4588494.32,41.443446813,2.20600665
2020S000633    ,Sant Andreu,el Bon Pastor,Monterrey,Monday,Working Day,2020,1,January,27,17,Afternoon,Not the pedestrian’s fault,Car,PRIMERA 2.2,NISSAN,Gray,B,8,433767.29,4588494.32,41.443446813,2.20600665
2020S000634    ,Sants-Montjuïc,la Bordeta,Parcerisa,Monday,Working Day,2020,1,January,27,18,Afternoon,Not the pedestrian’s fault,Motorcycle,SUPER DINK 350,KYMCO,Red,A,32,427697.94,4580252.08,41.368688424,2.13434355
2020S000635    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Tuesday,Working Day,2020,1,January,28,18,Afternoon,Not the pedestrian’s fault,Van,COMBO,OPEL,Unknown,B,11,430448.38,4582425.76,41.38850861,2.1669782
2020S000635    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Tuesday,Working Day,2020,1,January,28,18,Afternoon,Not the pedestrian’s fault,Motorcycle,WW125EX2,HONDA,Unknown,B,17,430448.38,4582425.76,41.38850861,2.1669782
2020S000636    ,Ciutat Vella,el Raval,Hospital,Monday,Working Day,2020,1,January,27,17,Afternoon,Not the pedestrian’s fault,Motorcycle,FIDDLE 125 S,S.Y.M,Black,B,17,430540.66,4581462.13,41.379837463,2.16819237
2020S000637    ,Sants-Montjuïc,el Poble-sec,Espanya,Monday,Working Day,2020,1,January,27,19,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Gray,Unknown,Unknown,428940.71,4580909.36,41.374719063,2.14912497
2020S000637    ,Sants-Montjuïc,el Poble-sec,Espanya,Monday,Working Day,2020,1,January,27,19,Afternoon,Not the pedestrian’s fault,Bicycle, ,BICING,Red,B,2,428940.71,4580909.36,41.374719063,2.14912497
2020S000638    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gràcia,Monday,Working Day,2020,1,January,27,15,Afternoon,Crossing outside pedestrian crossing,Bus,CITARO,MERCEDES-BENZ,Unknown,D,15,429000.18,4583295.6,41.396216354,2.14955626
2020S000638    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gràcia,Monday,Working Day,2020,1,January,27,15,Afternoon,Disobey traffic light signal,Bus,CITARO,MERCEDES-BENZ,Unknown,D,15,429000.18,4583295.6,41.396216354,2.14955626
2020S000639    ,Les Corts,la Maternitat i Sant Ramon,Carles III,Monday,Working Day,2020,1,January,27,21,Afternoon,Not the pedestrian’s fault,Van,DOBLO,FIAT,White,B,17,427096.68,4582069.1,41.384999362,2.12693628
2020S000639    ,Les Corts,la Maternitat i Sant Ramon,Carles III,Monday,Working Day,2020,1,January,27,21,Afternoon,Not the pedestrian’s fault,Motorcycle,MTN690-A  (MT-07),YAMAHA,Gray,A,10,427096.68,4582069.1,41.384999362,2.12693628
2020S000640    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Monday,Working Day,2020,1,January,27,20,Afternoon,Not the pedestrian’s fault,Bicycle, ,KTM,Black,Unknown,Unknown,430306.01,4584765.53,41.409569814,2.16500602
2020S000640    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Monday,Working Day,2020,1,January,27,20,Afternoon,Not the pedestrian’s fault,Car,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,41,430306.01,4584765.53,41.409569814,2.16500602
2020S000641    ,Sant Martí,Provençals del Poblenou,C-31,Monday,Working Day,2020,1,January,27,23,Night,Not the pedestrian’s fault,Car,C-ELYSÉE PURETECH 82,CITROEN,Gray,B,27,433010.8,4584901.86,41.41102781,2.19734988
2020S000641    ,Sant Martí,Provençals del Poblenou,C-31,Monday,Working Day,2020,1,January,27,23,Night,Not the pedestrian’s fault,Van,SPRINTER,BERGADANA,Yellow,B,19,433010.8,4584901.86,41.41102781,2.19734988
2020S000642    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 4 Zona Franca,Tuesday,Working Day,2020,1,January,28,6,Morning,Not the pedestrian’s fault,Moped,TWEET,PEUGEOT,Black,A1,16,426957.61,4576210.38,41.332219359,2.1259789
2020S000642    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 4 Zona Franca,Tuesday,Working Day,2020,1,January,28,6,Morning,Not the pedestrian’s fault,Car,207,PEUGEOT,Green,B,6,426957.61,4576210.38,41.332219359,2.1259789
2020S000643    ,Sant Andreu,la Trinitat Vella,B-10 (Llobregat),Tuesday,Working Day,2020,1,January,28,7,Morning,Not the pedestrian’s fault,Car,TOLEDO,SEAT,Gray,B,5,433172.78,4589158.4,41.449378667,2.19881694
2020S000644    ,Nou Barris,les Roquetes,Catasús,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Car,3ER REIHE,BMW,Blue,B,7,431412.17,4588802.69,41.446026322,2.17778132
2020S000644    ,Nou Barris,les Roquetes,Catasús,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Car,C5,CITROEN,Unknown,B,Unknown,431412.17,4588802.69,41.446026322,2.17778132
2020S000644    ,Nou Barris,les Roquetes,Catasús,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Motorcycle,GPD125-A,YAMAHA,Gray,B,10,431412.17,4588802.69,41.446026322,2.17778132
2020S000645    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Moped,CS 50 Z,YAMAHA,Others,AM,14,426498.51,4582192.32,41.386054694,2.11976788
2020S000645    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Van,DOKKER,DACIA,White,B,12,426498.51,4582192.32,41.386054694,2.11976788
2020S000646    ,Sants-Montjuïc,el Poble-sec,Sant Jordi,Tuesday,Working Day,2020,1,January,28,9,Morning,Not the pedestrian’s fault,Car,CAPTIVA,CHEVROLET,Black,B,2,428561.03,4580046.73,41.366916009,2.14468681
2020S000647    ,Eixample,la Dreta de l'Eixample,Mallorca,Tuesday,Working Day,2020,1,January,28,10,Morning,Not the pedestrian’s fault,Motorcycle,X Max,YAMAHA,Gray,A2,43,429833.82,4582800.38,41.391829285,2.15958487
2020S000647    ,Eixample,la Dreta de l'Eixample,Mallorca,Tuesday,Working Day,2020,1,January,28,10,Morning,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,Black,B,5,429833.82,4582800.38,41.391829285,2.15958487
2020S000648    ,Sant Martí,el Clot,Corts Catalanes,Tuesday,Working Day,2020,1,January,28,11,Morning,Not the pedestrian’s fault,Car,116D,BMW,White,B,26,432229.0,4584196.97,41.404613493,2.18807552
2020S000648    ,Sant Martí,el Clot,Corts Catalanes,Tuesday,Working Day,2020,1,January,28,11,Morning,Not the pedestrian’s fault,Motorcycle,UH 200,SUZUKI,Black,A2,6,432229.0,4584196.97,41.404613493,2.18807552
2020S000649    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner,Tuesday,Working Day,2020,1,January,28,11,Morning,Not the pedestrian’s fault,Motorcycle,S01,SILENCE,White,B,41,429034.15,4583004.73,41.393599593,2.14999668
2020S000649    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner,Tuesday,Working Day,2020,1,January,28,11,Morning,Not the pedestrian’s fault,Car,Unknown,Unknown,Unknown,Unknown,Unknown,429034.15,4583004.73,41.393599593,2.14999668
2020S000650    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 4 Zona Franca,Tuesday,Working Day,2020,1,January,28,12,Morning,Not the pedestrian’s fault,Motorcycle,W800,KAWASAKI,White,A,12,427717.09,4575848.28,41.329026539,2.13509722
2020S000650    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 4 Zona Franca,Tuesday,Working Day,2020,1,January,28,12,Morning,Not the pedestrian’s fault,Truck tractor,A1AF11/B,IVECO BUS,White,E D,3,427717.09,4575848.28,41.329026539,2.13509722
2020S000651    ,Eixample,la Dreta de l'Eixample,Roger de Llúria,Tuesday,Working Day,2020,1,January,28,14,Afternoon,Not the pedestrian’s fault,Rigid truck > 3.5 tons,Unknown,Unknown,Blue,C,29,430904.91,4582620.18,41.39029906,2.17241595
2020S000651    ,Eixample,la Dreta de l'Eixample,Roger de Llúria,Tuesday,Working Day,2020,1,January,28,14,Afternoon,Not the pedestrian’s fault,Motorcycle,WW125A,HONDA,Gray,B,4,430904.91,4582620.18,41.39029906,2.17241595
2020S000652    ,Ciutat Vella,la Barceloneta,Pau Vila,Tuesday,Working Day,2020,1,January,28,14,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle without motor, ,ES DESCONEIX,Unknown,Without permit,Unknown,432018.75,4581666.57,41.381805114,2.18584457
2020S000653    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Sant Gervasi,Tuesday,Working Day,2020,1,January,28,13,Morning,Not the pedestrian’s fault,Articulated bus,LIONS CITY G CHASSIS,CASTROSUA,Unknown,D,21,428024.06,4585220.86,41.413469571,2.13765184
2020S000653    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Sant Gervasi,Tuesday,Working Day,2020,1,January,28,13,Morning,Not the pedestrian’s fault,Motorcycle,Unknown,Unknown,Unknown,Unknown,Unknown,428024.06,4585220.86,41.413469571,2.13765184
2020S000654    ,Horta-Guinardó,el Baix Guinardó,Lepant,Tuesday,Working Day,2020,1,January,28,14,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY 125,PIAGGIO,White,A1,Unknown,430725.89,4584779.82,41.409734837,2.17002762
2020S000654    ,Horta-Guinardó,el Baix Guinardó,Lepant,Tuesday,Working Day,2020,1,January,28,14,Afternoon,Not the pedestrian’s fault,Van,TRANSIT,FORD,Gray,B,37,430725.89,4584779.82,41.409734837,2.17002762
2020S000655    ,Eixample,la Dreta de l'Eixample,Pau Claris,Tuesday,Working Day,2020,1,January,28,15,Afternoon,Not the pedestrian’s fault,Car,SANDERO,DACIA,Blue,B,56,430168.58,4583213.16,41.395576212,2.16354105
2020S000655    ,Eixample,la Dreta de l'Eixample,Pau Claris,Tuesday,Working Day,2020,1,January,28,15,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 300,HONDA,Gold,A2,33,430168.58,4583213.16,41.395576212,2.16354105
2020S000656    ,Eixample,l'Antiga Esquerra de l'Eixample,Casanova,Tuesday,Working Day,2020,1,January,28,15,Afternoon,Not the pedestrian’s fault,Car,COOPER D,MINI,White,B,4,429571.05,4582303.72,41.387333056,2.15649985
2020S000657    ,Eixample,el Fort Pienc,Tetuan,Tuesday,Working Day,2020,1,January,28,16,Afternoon,Not the pedestrian’s fault,Van,NUEVO EXPERT FURGÓN PR,PEUGEOT,White,B,26,431246.5,4583153.05,41.395127752,2.17644085
2020S000657    ,Eixample,el Fort Pienc,Tetuan,Tuesday,Working Day,2020,1,January,28,16,Afternoon,Not the pedestrian’s fault,Rigid truck <= 3.5 tons, ,ES DESCONEIX,Unknown,B,4,431246.5,4583153.05,41.395127752,2.17644085
2020S000657    ,Eixample,el Fort Pienc,Tetuan,Tuesday,Working Day,2020,1,January,28,16,Afternoon,Not the pedestrian’s fault,Motorcycle,SH125AD,HONDA,Black,A,24,431246.5,4583153.05,41.395127752,2.17644085
2020S000658    ,Sant Andreu,Sant Andreu,Meridiana,Tuesday,Working Day,2020,1,January,28,16,Afternoon,Not the pedestrian’s fault,Van,NUEVO EXPERT FURGÓN PR,PEUGEOT,White,B,8,432184.76,4588513.78,41.443489888,2.18706188
2020S000659    ,Sant Martí,Sant Martí de Provençals,Cantàbria,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Not the pedestrian’s fault,Van,TOURNEO CONNECT,FORD,Gray,B,27,433330.83,4585862.24,41.419704313,2.20107277
2020S000659    ,Sant Martí,Sant Martí de Provençals,Cantàbria,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Not the pedestrian’s fault,Moped,LIBERTY,PIAGGIO,Black,B,12,433330.83,4585862.24,41.419704313,2.20107277
2020S000660    ,Eixample,Sant Antoni,Villarroel,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Walking on the road,Car,ECO SPORT,FORD,Gray,B,35,429911.76,4581724.14,41.382142738,2.16064163
2020S000661    ,Eixample,la Dreta de l'Eixample,Girona,Tuesday,Working Day,2020,1,January,28,19,Afternoon,Crossing outside pedestrian crossing,Personal mobility vehicle with motor, ,ES DESCONEIX,Blue,B,11,430800.29,4583109.47,41.394696946,2.17110876
2020S000662    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Moped,LIBERTY 2T SP,PIAGGIO,Unknown,B,3,429432.55,4583220.03,41.395573801,2.15473666
2020S000662    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY 125 4T,PIAGGIO,Unknown,B,11,429432.55,4583220.03,41.395573801,2.15473666
2020S000663    ,Sants-Montjuïc,el Poble-sec,Paral·lel,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Car,A-3 2.0,A U D I,Gray,B,17,430972.84,4580872.88,41.374567465,2.17342755
2020S000663    ,Sants-Montjuïc,el Poble-sec,Paral·lel,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Motorcycle,Z800,KAWASAKI,Black,B,9,430972.84,4580872.88,41.374567465,2.17342755
2020S000664    ,Eixample,l'Antiga Esquerra de l'Eixample,Diagonal,Tuesday,Working Day,2020,1,January,28,19,Afternoon,Not the pedestrian’s fault,Car,KUGA,FORD,Gray,B,20,429002.19,4583024.82,41.393777714,2.14961207
2020S000664    ,Eixample,l'Antiga Esquerra de l'Eixample,Diagonal,Tuesday,Working Day,2020,1,January,28,19,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor, ,ES DESCONEIX,Black,Unknown,Unknown,429002.19,4583024.82,41.393777714,2.14961207
2020S000665    ,Les Corts,les Corts,Corts,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Bus,LION'S CITY GNC,MAN,Red,D,15,427582.46,4582132.92,41.385618064,2.13273804
2020S000666    ,Sant Martí,el Clot,Concili de Trento,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Not the pedestrian’s fault,Car,CLIO,RENAULT,Gray,B,7,432626.45,4584929.56,41.41124515,2.19274848
2020S000666    ,Sant Martí,el Clot,Concili de Trento,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Black,Unknown,0,432626.45,4584929.56,41.41124515,2.19274848
2020S000667    ,Ciutat Vella,el Barri Gòtic,Laietana,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Motorcycle,UH 125,SUZUKI,White,A1,9,431223.53,4582103.74,41.385674958,2.17628532
2020S000667    ,Ciutat Vella,el Barri Gòtic,Laietana,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Car,IBIZA,SEAT,Red,B,13,431223.53,4582103.74,41.385674958,2.17628532
2020S000668    ,Ciutat Vella,el Raval,Joaquín Costa,Tuesday,Working Day,2020,1,January,28,17,Afternoon,Not the pedestrian’s fault,Van,TRANSPORTER,VOLKSWAGEN,White,B,6,430207.45,4581926.85,41.383994204,2.16415427
2020S000669    ,Nou Barris,Canyelles,Dalt (Llobregat),Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Motorcycle,ER-6N,KAWASAKI,Green,A,7,430361.27,4588243.81,41.440902185,2.16526629
2020S000669    ,Nou Barris,Canyelles,Dalt (Llobregat),Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Car,FOCUS,FORD,Red,B,18,430361.27,4588243.81,41.440902185,2.16526629
2020S000670    ,Eixample,la Nova Esquerra de l'Eixample,Provença,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,XIAOMI,Unknown,Without permit,Unknown,428869.16,4582000.36,41.384539005,2.14814132
2020S000670    ,Eixample,la Nova Esquerra de l'Eixample,Provença,Tuesday,Working Day,2020,1,January,28,20,Afternoon,Not the pedestrian’s fault,SUV,X5 XDRIVE30D,BMW,Gray,B,18,428869.16,4582000.36,41.384539005,2.14814132
2020S000671    ,Eixample,la Dreta de l'Eixample,Tetuan,Tuesday,Working Day,2020,1,January,28,21,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 150,HONDA,Blue,A2,36,431096.96,4583105.03,41.394682444,2.17465768
2020S000671    ,Eixample,la Dreta de l'Eixample,Tetuan,Tuesday,Working Day,2020,1,January,28,21,Afternoon,Not the pedestrian’s fault,Car,IONIQ,HYUNDAI,Black,B,15,431096.96,4583105.03,41.394682444,2.17465768
2020S000672    ,Sants-Montjuïc,la Bordeta,Ildefons Cerdà,Tuesday,Working Day,2020,1,January,28,22,Night,Not the pedestrian’s fault,Car,PUNTO,FIAT,Gray,B,4,427810.45,4579885.77,41.365399302,2.13573234
2020S000672    ,Sants-Montjuïc,la Bordeta,Ildefons Cerdà,Tuesday,Working Day,2020,1,January,28,22,Night,Not the pedestrian’s fault,Motorcycle,GW 250,SUZUKI,Black,A,28,427810.45,4579885.77,41.365399302,2.13573234
2020S000673    ,Sant Andreu,la Sagrera,Berenguer de Palou,Wednesday,Working Day,2020,1,January,29,6,Morning,Not the pedestrian’s fault,Van,NJUM.BS30L1H1110,CITROEN,White,B,3,432547.7,4586347.38,41.424008421,2.19164813
2020S000673    ,Sant Andreu,la Sagrera,Berenguer de Palou,Wednesday,Working Day,2020,1,January,29,6,Morning,Not the pedestrian’s fault,Articulated bus,HYBRID H18,SOLARIS,Red,D,26,432547.7,4586347.38,41.424008421,2.19164813
2020S000674    ,Eixample,l'Antiga Esquerra de l'Eixample,Provença,Wednesday,Working Day,2020,1,January,29,8,Morning,Not the pedestrian’s fault,Car,C3 COMERCIAL,CITROEN,White,B,8,429673.85,4582789.06,41.39171335,2.1576729
2020S000674    ,Eixample,l'Antiga Esquerra de l'Eixample,Provença,Wednesday,Working Day,2020,1,January,29,8,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Black,Without permit,Unknown,429673.85,4582789.06,41.39171335,2.1576729
2020S000675    ,Les Corts,les Corts,Carles III,Wednesday,Working Day,2020,1,January,29,8,Morning,Not the pedestrian’s fault,Bus,NL243F/GNC,MAN,Red,D,13,427353.53,4582852.22,41.392075861,2.12991395
2020S000676    ,Eixample,la Dreta de l'Eixample,Aragó,Wednesday,Working Day,2020,1,January,29,10,Morning,Not the pedestrian’s fault,Van,BERL HDI 75 LIVEEDI,CITROEN,White,B,12,430340.32,4582873.92,41.392535689,2.16563427
