Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Day_Type,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model,Vehicle_Brand,Vehicle_Color,License_Description,License_Age,Coordenada_UTM_X,Coordenada_UTM_Y,Latitud,Longitud
2020S002634    ,Eixample,la Dreta de l'Eixample,Girona,Thursday,Working Day,2020,6,June,18,14,Afternoon,Not the pedestrian’s fault,Rigid truck > 3.5 tons,AD260S27Y/PS GNC,IVECO BUS,White,E C,23,430513.09,4583403.38,41.397319321,2.16763988
2020S002634    ,Eixample,la Dreta de l'Eixample,Girona,Thursday,Working Day,2020,6,June,18,14,Afternoon,Not the pedestrian’s fault,Motorcycle,AN 250,SUZUKI,Blue,A,28,430513.09,4583403.38,41.397319321,2.16763988
2020S002635    ,Eixample,la Dreta de l'Eixample,Girona,Thursday,Working Day,2020,6,June,18,15,Afternoon,Not the pedestrian’s fault,Rigid truck > 3.5 tons,AD260S27Y/PS GNC,IVECO BUS,White,E C,23,430578.58,4583367.46,41.397001461,2.16842734
2020S002635    ,Eixample,la Dreta de l'Eixample,Girona,Thursday,Working Day,2020,6,June,18,15,Afternoon,Not the pedestrian’s fault,Motorcycle,C EVOLUTION,BMW,Blue,Unknown,Unknown,430578.58,4583367.46,41.397001461,2.16842734
2020S002636    ,Nou Barris,la Prosperitat,Boada,Thursday,Working Day,2020,6,June,18,14,Afternoon,Not the pedestrian’s fault,Van,BOXER FURGÓN 330 L1 H1,PEUGEOT,White,B,6,431500.97,4588094.7,41.439657303,2.1789246
2020S002637    ,Sants-Montjuïc,la Bordeta,Cadena,Thursday,Working Day,2020,6,June,18,16,Afternoon,Not the pedestrian’s fault,Motorcycle,CENTURY 125,RIEJU,Black,B,13,427925.61,4580021.39,41.366631108,2.13709299
2020S002637    ,Sants-Montjuïc,la Bordeta,Cadena,Thursday,Working Day,2020,6,June,18,16,Afternoon,Not the pedestrian’s fault,Car,CORSA,OPEL,Black,B,25,427925.61,4580021.39,41.366631108,2.13709299
2020S002638    ,Horta-Guinardó,el Guinardó,Teodor Llorente,Thursday,Working Day,2020,6,June,18,13,Morning,Not the pedestrian’s fault,Van,TRANSIT,FORD,White,B,13,431545.69,4585801.47,41.419006787,2.17971969
2020S002639    ,Sant Martí,Provençals del Poblenou,Diagonal,Thursday,Working Day,2020,6,June,18,19,Afternoon,Not the pedestrian’s fault,Motorcycle,YP125R,YAMAHA,Black,B,13,433076.1,4584366.01,41.406206997,2.19819041
2020S002639    ,Sant Martí,Provençals del Poblenou,Diagonal,Thursday,Working Day,2020,6,June,18,19,Afternoon,Not the pedestrian’s fault,Car,OPTIMA,KIA,Black,B,13,433076.1,4584366.01,41.406206997,2.19819041
2020S002640    ,Sant Andreu,Navas,Concepción Arenal,Thursday,Working Day,2020,6,June,18,21,Afternoon,Disobey traffic light signal,Motorcycle,SYMPHONY 125 SR,SYM,Red,A,25,431869.18,4585723.6,41.418332947,2.18359912
2020S002641    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pi i Margall,Thursday,Working Day,2020,6,June,18,23,Night,Not the pedestrian’s fault,Motorcycle,UH 125,SUZUKI,White,B,10,430149.34,4584318.92,41.405533747,2.16318327
2020S002641    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pi i Margall,Thursday,Working Day,2020,6,June,18,23,Night,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,Unknown,A1,20,430149.34,4584318.92,41.405533747,2.16318327
2020S002642    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Thursday,Working Day,2020,6,June,18,22,Night,Not the pedestrian’s fault,Moped,CS50,YAMAHA,Black,AM,2,427089.87,4584061.59,41.402944279,2.12661483
2020S002642    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Thursday,Working Day,2020,6,June,18,22,Night,Not the pedestrian’s fault,Car,ACCORD 4P 2.4 I-VTEC,HONDA,Black,B,33,427089.87,4584061.59,41.402944279,2.12661483
2020S002643    ,Eixample,la Sagrada Família,Consell de Cent,Friday,Working Day,2020,6,June,19,0,Night,Disobey traffic light signal,Motorcycle,Unknown,Unknown,Unknown,Unknown,Unknown,431901.4,4584250.51,41.405068012,2.18415053
2020S002644    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat),Friday,Working Day,2020,6,June,19,3,Night,Not the pedestrian’s fault,Car,FIESTA,FORD,Blue,B,32,427109.32,4577319.44,41.342222048,2.12765854
2020S002644    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat),Friday,Working Day,2020,6,June,19,3,Night,Not the pedestrian’s fault,Motorcycle,GPD125-A (NMAX),YAMAHA,Red,A2,4,427109.32,4577319.44,41.342222048,2.12765854
2020S002645    ,Eixample,la Dreta de l'Eixample,Aragó,Friday,Working Day,2020,6,June,19,11,Morning,Not the pedestrian’s fault,Car,AURIS,TOYOTA,White,B,19,430328.62,4582862.47,41.392431549,2.16549565
2020S002645    ,Eixample,la Dreta de l'Eixample,Aragó,Friday,Working Day,2020,6,June,19,11,Morning,Not the pedestrian’s fault,Car,Q3,AUDI,White,B,50,430328.62,4582862.47,41.392431549,2.16549565
2020S002646    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Sant Gervasi,Friday,Working Day,2020,6,June,19,11,Morning,Crossing outside pedestrian crossing,Motorcycle,SH300A,HONDA,White,A,29,428046.02,4585223.9,41.413498919,2.13791421
2020S002647    ,Sant Martí,el Camp de l'Arpa del Clot,Trinxant,Friday,Working Day,2020,6,June,19,12,Morning,Not the pedestrian’s fault,Car,COOPER,MINI,White,B,31,431835.89,4585522.33,41.416517347,2.18322349
2020S002647    ,Sant Martí,el Camp de l'Arpa del Clot,Trinxant,Friday,Working Day,2020,6,June,19,12,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,XIAOMI,Unknown,Unknown,Unknown,431835.89,4585522.33,41.416517347,2.18322349
2020S002648    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,Working Day,2020,6,June,19,14,Afternoon,Not the pedestrian’s fault,Van,BERL.HDI90FG,CITROEN,White,B,0,430795.1,4582761.18,41.391559558,2.17108651
2020S002648    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,Working Day,2020,6,June,19,14,Afternoon,Not the pedestrian’s fault,Motorcycle,NHX110WH,HONDA,Black,B,10,430795.1,4582761.18,41.391559558,2.17108651
2020S002649    ,Nou Barris,Vilapicina i la Torre Llobeta,Cartellà,Friday,Working Day,2020,6,June,19,16,Afternoon,Not the pedestrian’s fault,Car,TOURNEO COURIER,FORD,White,B,40,430905.6,4586782.88,41.427791183,2.17194864
2020S002649    ,Nou Barris,Vilapicina i la Torre Llobeta,Cartellà,Friday,Working Day,2020,6,June,19,16,Afternoon,Not the pedestrian’s fault,Car,TOYOTA C-HR,TOYOTA,Maroon,B,15,430905.6,4586782.88,41.427791183,2.17194864
2020S002650    ,Sant Andreu,la Sagrera,Meridiana,Friday,Working Day,2020,6,June,19,15,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,White,B,8,432031.78,4586716.02,41.427285133,2.18543305
2020S002650    ,Sant Andreu,la Sagrera,Meridiana,Friday,Working Day,2020,6,June,19,15,Afternoon,Not the pedestrian’s fault,Motorcycle,NSS125AD,HONDA,Black,B,6,432031.78,4586716.02,41.427285133,2.18543305
2020S002650    ,Sant Andreu,la Sagrera,Meridiana,Friday,Working Day,2020,6,June,19,15,Afternoon,Not the pedestrian’s fault,Car,IS220D,LEXUS,Black,B,19,432031.78,4586716.02,41.427285133,2.18543305
2020S002650    ,Sant Andreu,la Sagrera,Meridiana,Friday,Working Day,2020,6,June,19,15,Afternoon,Not the pedestrian’s fault,Car,FUSION,FORD,Red,B,14,432031.78,4586716.02,41.427285133,2.18543305
2020S002651    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Friday,Working Day,2020,6,June,19,13,Morning,Not the pedestrian’s fault,Rigid truck > 3.5 tons,180E,LECAPITAINE,White,C,4,428543.86,4582546.84,41.389432109,2.14418661
2020S002652    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,Working Day,2020,6,June,19,14,Afternoon,Not the pedestrian’s fault,Car,KAMIQ,SKODA,Gray,B,37,433340.44,4582687.96,41.391115195,2.20153757
2020S002653    ,Les Corts,Pedralbes,Pius XII,Friday,Working Day,2020,6,June,19,17,Afternoon,Not the pedestrian’s fault,Car,218D ACTIVE TOURER,BMW,White,B,25,426737.88,4582321.84,41.387243075,2.12261485
2020S002653    ,Les Corts,Pedralbes,Pius XII,Friday,Working Day,2020,6,June,19,17,Afternoon,Not the pedestrian’s fault,Car,LEON ST,SEAT,Blue,B,14,426737.88,4582321.84,41.387243075,2.12261485
2020S002654    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Friday,Working Day,2020,6,June,19,17,Afternoon,Walking on the road,Motorcycle,F 800 GS ADVENTURE,BMW,Unknown,Unknown,Unknown,429498.34,4581948.26,41.384125173,2.15567167
2020S002654    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Friday,Working Day,2020,6,June,19,17,Afternoon,Walking on the road,Personal mobility vehicle with motor,Unknown,Unknown,Black,Unknown,Unknown,429498.34,4581948.26,41.384125173,2.15567167
2020S002655    ,Sants-Montjuïc,Sants - Badal,Canalejas,Friday,Working Day,2020,6,June,19,19,Afternoon,Not the pedestrian’s fault,Van,CRAFTER,VOLKSWAGEN,White,B,5,427313.63,4580690.07,41.372598608,2.12969624
2020S002656    ,Nou Barris,la Guineueta,Urrutia,Friday,Working Day,2020,6,June,19,18,Afternoon,Not the pedestrian’s fault,Car,SUV C3 AIRCROSS PURETE,CITROEN,Blue,B,21,430898.67,4587613.42,41.435270957,2.17177071
2020S002657    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Friday,Working Day,2020,6,June,19,17,Afternoon,Not the pedestrian’s fault,Car,A 180,MERCEDES,Gold,B,4,428694.92,4584332.92,41.405532078,2.1457828
2020S002657    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Friday,Working Day,2020,6,June,19,17,Afternoon,Not the pedestrian’s fault,Motorcycle,TWEET,PEUGEOT,Black,B,38,428694.92,4584332.92,41.405532078,2.1457828
2020S002658    ,Nou Barris,Porta,Doctor Pi i Molist,Friday,Working Day,2020,6,June,19,21,Afternoon,Not the pedestrian’s fault,Bus,LION'S CITY 12C EFFICI,MAN,Red,D,24,431006.33,4587443.7,41.433751613,2.1730786
2020S002659    ,Sant Martí,el Poblenou,Pere IV,Friday,Working Day,2020,6,June,19,22,Night,Not the pedestrian’s fault,Car,POLO,VOLKSWAGEN,Blue,B,13,433199.44,4584273.56,41.40538459,2.19967614
2020S002659    ,Sant Martí,el Poblenou,Pere IV,Friday,Working Day,2020,6,June,19,22,Night,Not the pedestrian’s fault,Moped,LIBERTY 50 4T DELIVERY,PIAGGIO,Black,A2,1,433199.44,4584273.56,41.40538459,2.19967614
2020S002660    ,Sants-Montjuïc,la Marina del Prat Vermell,Motors,Friday,Working Day,2020,6,June,19,23,Night,Not the pedestrian’s fault,Car,A1 SPORTBACK,AUDI,White,B,13,427585.89,4577869.16,41.347216198,2.13328846
2020S002660    ,Sants-Montjuïc,la Marina del Prat Vermell,Motors,Friday,Working Day,2020,6,June,19,23,Night,Not the pedestrian’s fault,Car,ATOS 5P 1 0 GLS,HYUNDAI,Gray,B,2,427585.89,4577869.16,41.347216198,2.13328846
2020S002661    ,Sant Andreu,Sant Andreu,Cinca,Friday,Working Day,2020,6,June,19,20,Afternoon,Not the pedestrian’s fault,Moped,SH 50,HONDA,Gray,B,3,432591.05,4587892.36,41.437927203,2.19199447
2020S002661    ,Sant Andreu,Sant Andreu,Cinca,Friday,Working Day,2020,6,June,19,20,Afternoon,Not the pedestrian’s fault,Car,MEGANE 1.9,RENAULT,Black,B,15,432591.05,4587892.36,41.437927203,2.19199447
2020S002662    ,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca,Friday,Working Day,2020,6,June,19,22,Night,Not the pedestrian’s fault,Moped,SH 50,HONDA,Black,B,1,429821.55,4582747.39,41.391350951,2.15944426
2020S002662    ,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca,Friday,Working Day,2020,6,June,19,22,Night,Not the pedestrian’s fault,Car,ZAFIRA,OPEL,Black,B,2,429821.55,4582747.39,41.391350951,2.15944426
2020S002663    ,Sant Martí,el Poblenou,Salvador Espriu,Saturday,Working Day,2020,6,June,20,0,Night,Not the pedestrian’s fault,Motorcycle,ST 1300,HONDA,White,Unknown,Unknown,433480.65,4582952.41,41.393508649,2.20318545
2020S002663    ,Sant Martí,el Poblenou,Salvador Espriu,Saturday,Working Day,2020,6,June,20,0,Night,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Orange,Unknown,Unknown,433480.65,4582952.41,41.393508649,2.20318545
2020S002664    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Saturday,Working Day,2020,6,June,20,0,Night,Not the pedestrian’s fault,Car,GOLF,VOLKSWAGEN,Unknown,B,7,428530.94,4586736.88,41.427168996,2.14353698
2020S002664    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Saturday,Working Day,2020,6,June,20,0,Night,Not the pedestrian’s fault,Motorcycle,CBR600RR,HONDA,Black,A2,2,428530.94,4586736.88,41.427168996,2.14353698
2020S002665    ,Horta-Guinardó,Montbau,Sant Cugat,Saturday,Working Day,2020,6,June,20,2,Night,Not the pedestrian’s fault,Car,LEON 1.9,SEAT,Red,B,2,427389.94,4587276.9,41.431930326,2.12981814
2020S002666    ,Sants-Montjuïc,Hostafrancs,Creu Coberta,Saturday,Working Day,2020,6,June,20,3,Night,Not the pedestrian’s fault,Car,PASSAT 1.9TDI,VOLKSWAGEN,Gray,B,12,428723.55,4580975.4,41.375294648,2.1465206
2020S002666    ,Sants-Montjuïc,Hostafrancs,Creu Coberta,Saturday,Working Day,2020,6,June,20,3,Night,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Black,Without permit,Unknown,428723.55,4580975.4,41.375294648,2.1465206
2020S002667    ,Eixample,Sant Antoni,Corts Catalanes,Saturday,Working Day,2020,6,June,20,6,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor, ,XIAOMI,Black,Unknown,Unknown,429170.59,4581128.41,41.376712251,2.15184805
2020S002668    ,Eixample,el Fort Pienc,Lepant,Friday,Working Day,2020,6,June,19,13,Morning,Not the pedestrian’s fault,Moped,ES2,ASKOLL,White,B,22,432004.24,4583423.19,41.397625289,2.18547375
2020S002668    ,Eixample,el Fort Pienc,Lepant,Friday,Working Day,2020,6,June,19,13,Morning,Not the pedestrian’s fault,Construction and service machinery, ,SCHMITZ,White,B,31,432004.24,4583423.19,41.397625289,2.18547375
2020S002669    ,Eixample,la Dreta de l'Eixample,Pau Claris,Saturday,Working Day,2020,6,June,20,10,Morning,Not the pedestrian’s fault,Van,JUMPY 20HDI95 FG,CITROEN,White,B,15,430370.13,4582975.42,41.39345245,2.16597913
2020S002669    ,Eixample,la Dreta de l'Eixample,Pau Claris,Saturday,Working Day,2020,6,June,20,10,Morning,Not the pedestrian’s fault,Motorcycle,XL883L,HARLEY-DAVIDSON,Black,A,12,430370.13,4582975.42,41.39345245,2.16597913
2020S002670    ,Eixample,el Fort Pienc,Marina,Saturday,Working Day,2020,6,June,20,10,Morning,Not the pedestrian’s fault,Van,MASTER TRANSPOL,TRANSPOL,White,B,29,431696.26,4583593.37,41.399131934,2.18177068
2020S002670    ,Eixample,el Fort Pienc,Marina,Saturday,Working Day,2020,6,June,20,10,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,ES DESCONEIX,Black,Unknown,Unknown,431696.26,4583593.37,41.399131934,2.18177068
2020S002671    ,Sant Martí,el Camp de l'Arpa del Clot,Còrsega,Saturday,Working Day,2020,6,June,20,15,Afternoon,Not the pedestrian’s fault,Moped,LIBERTY 50 2T,PIAGGIO,White,B,6,431608.75,4585096.78,41.412665245,2.18055394
2020S002671    ,Sant Martí,el Camp de l'Arpa del Clot,Còrsega,Saturday,Working Day,2020,6,June,20,15,Afternoon,Not the pedestrian’s fault,Rigid truck > 3.5 tons,70C17,IVECO BUS,Blue,B,21,431608.75,4585096.78,41.412665245,2.18055394
2020S002672    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ferran Agulló,Saturday,Working Day,2020,6,June,20,16,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Gray,A2,5,428212.86,4583323.94,41.396401665,2.14013577
2020S002672    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ferran Agulló,Saturday,Working Day,2020,6,June,20,16,Afternoon,Not the pedestrian’s fault,SUV,GLE 350 D 4MATIC,MERCEDES-BENZ,Gray,B,28,428212.86,4583323.94,41.396401665,2.14013577
2020S002673    ,Les Corts,les Corts,Mig (Ascendent),Saturday,Working Day,2020,6,June,20,15,Afternoon,Not the pedestrian’s fault,Car,X3 XDRIVE20D,BMW,White,B,31,427200.0,4581767.74,41.382294493,2.1282081
2020S002673    ,Les Corts,les Corts,Mig (Ascendent),Saturday,Working Day,2020,6,June,20,15,Afternoon,Not the pedestrian’s fault,Car,GRAND C4 PICASSO PURET,CITROEN,Gray,B,18,427200.0,4581767.74,41.382294493,2.1282081
2020S002674    ,Eixample,la Dreta de l'Eixample,València,Saturday,Working Day,2020,6,June,20,14,Afternoon,Not the pedestrian’s fault,Car,KUGA,FORD,White,B,21,430284.39,4583046.92,41.394088996,2.1649454
2020S002674    ,Eixample,la Dreta de l'Eixample,València,Saturday,Working Day,2020,6,June,20,14,Afternoon,Not the pedestrian’s fault,Motorcycle,TWEET,PEUGEOT,Black,A,25,430284.39,4583046.92,41.394088996,2.1649454
2020S002675    ,Sant Martí,el Clot,Clot,Saturday,Working Day,2020,6,June,20,17,Afternoon,Others,Car,SANDERO,DACIA,Black,B,11,432267.14,4584638.01,41.408589028,2.18848239
2020S002676    ,Sant Martí,la Vila Olímpica del Poblenou,Pamplona,Saturday,Working Day,2020,6,June,20,20,Afternoon,Others,Motorcycle,AGILITY CITY 125,KYMCO,Unknown,B,44,432852.49,4582971.5,41.393628356,2.19567013
2020S002677    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Saturday,Working Day,2020,6,June,20,22,Night,Not the pedestrian’s fault,Motorcycle,LIBERTY 125,PIAGGIO,White,B,1,429622.07,4582977.82,41.393408916,2.15703166
2020S002677    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Saturday,Working Day,2020,6,June,20,22,Night,Not the pedestrian’s fault,Motorcycle,SCOOPY,HONDA,Gray,Unknown,Unknown,429622.07,4582977.82,41.393408916,2.15703166
2020S002678    ,Sant Martí,el Besòs i el Maresme,Prim,Saturday,Working Day,2020,6,June,20,23,Night,Not the pedestrian’s fault,Car,307 2.0HDI,PEUGEOT,Gray,B,31,434107.51,4585711.81,41.418413536,2.21038253
2020S002678    ,Sant Martí,el Besòs i el Maresme,Prim,Saturday,Working Day,2020,6,June,20,23,Night,Not the pedestrian’s fault,Car,LEXUS IS220D,LEXUS,Black,B,5,434107.51,4585711.81,41.418413536,2.21038253
2020S002679    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Saturday,Working Day,2020,6,June,20,23,Night,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Unknown,Unknown,Unknown,429462.74,4581491.07,41.380004289,2.15529919
2020S002679    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Saturday,Working Day,2020,6,June,20,23,Night,Not the pedestrian’s fault,Bus,CITYCLASS-12.29 CITTOU,IRISBUS,Yellow,D,15,429462.74,4581491.07,41.380004289,2.15529919
2020S002680    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre,Sunday,Working Day,2020,6,June,21,8,Morning,Not the pedestrian’s fault,Motorcycle,SCV100,HONDA,Gray,B,33,427716.16,4583270.51,41.395875924,2.13420112
2020S002681    ,Horta-Guinardó,el Carmel,Pantà de Tremp,Sunday,Working Day,2020,6,June,21,9,Morning,Not the pedestrian’s fault,Car,EPICA,CHEVROLET,Gray,B,4,429198.11,4586613.3,41.426115075,2.15153527
2020S002681    ,Horta-Guinardó,el Carmel,Pantà de Tremp,Sunday,Working Day,2020,6,June,21,9,Morning,Not the pedestrian’s fault,Bicycle, ,ES DESCONEIX,Black,B,42,429198.11,4586613.3,41.426115075,2.15153527
2020S002682    ,Sant Andreu,el Bon Pastor,Potosí,Sunday,Working Day,2020,6,June,21,13,Morning,Not the pedestrian’s fault,Car,320D A BERLINA,BMW,Black,B,12,433373.22,4588460.32,41.443107959,2.20129345
2020S002682    ,Sant Andreu,el Bon Pastor,Potosí,Sunday,Working Day,2020,6,June,21,13,Morning,Not the pedestrian’s fault,Car,SANDERO,DACIA,Red,B,44,433373.22,4588460.32,41.443107959,2.20129345
2020S002683    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Sunday,Working Day,2020,6,June,21,16,Afternoon,Not the pedestrian’s fault,Car,LEON,SEAT,White,B,4,430501.45,4585040.48,41.412063126,2.16731257
2020S002683    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Sunday,Working Day,2020,6,June,21,16,Afternoon,Not the pedestrian’s fault,Motorcycle,XP500A,YAMAHA,Black,A,14,430501.45,4585040.48,41.412063126,2.16731257
2020S002684    ,Sant Martí,el Clot,Corts Catalanes,Sunday,Working Day,2020,6,June,21,17,Afternoon,Not the pedestrian’s fault,Car,ALTEA 2.0,SEAT,Gray,B,15,432514.82,4584476.45,41.407154748,2.19146351
2020S002684    ,Sant Martí,el Clot,Corts Catalanes,Sunday,Working Day,2020,6,June,21,17,Afternoon,Not the pedestrian’s fault,Car,FOCUS,FORD,Gray,B,6,432514.82,4584476.45,41.407154748,2.19146351
2020S002685    ,Sant Andreu,Sant Andreu,Segre,Sunday,Working Day,2020,6,June,21,18,Afternoon,Not the pedestrian’s fault,Car,ALHAMBRA,SEAT,Gray,B,32,432554.46,4587590.95,41.435209428,2.19159019
2020S002685    ,Sant Andreu,Sant Andreu,Segre,Sunday,Working Day,2020,6,June,21,18,Afternoon,Not the pedestrian’s fault,Motorcycle,SH125AD,HONDA,Black,B,26,432554.46,4587590.95,41.435209428,2.19159019
2020S002686    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,Working Day,2020,6,June,21,18,Afternoon,Not the pedestrian’s fault,Motorcycle,SH300A,HONDA,Gray,A,44,427367.24,4584262.54,41.404779271,2.12990865
2020S002686    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,Working Day,2020,6,June,21,18,Afternoon,Not the pedestrian’s fault,Motorcycle,CB500XA,HONDA,Black,A,5,427367.24,4584262.54,41.404779271,2.12990865
2020S002687    ,Sant Martí,el Poblenou,Calvell,Sunday,Working Day,2020,6,June,21,19,Afternoon,Not the pedestrian’s fault,Motorcycle,Unknown,Unknown,Unknown,Unknown,Unknown,433819.07,4583503.53,41.398500396,2.20717292
2020S002687    ,Sant Martí,el Poblenou,Calvell,Sunday,Working Day,2020,6,June,21,19,Afternoon,Not the pedestrian’s fault,Motorcycle,ZZ-R600,KAWASAKI,Black,A,16,433819.07,4583503.53,41.398500396,2.20717292
2020S002688    ,Sant Martí,Provençals del Poblenou,Selva de Mar,Sunday,Working Day,2020,6,June,21,19,Afternoon,Not the pedestrian’s fault,Motorcycle,YP250R,YAMAHA,Black,A,32,433465.73,4585204.84,41.41379448,2.20275927
2020S002688    ,Sant Martí,Provençals del Poblenou,Selva de Mar,Sunday,Working Day,2020,6,June,21,19,Afternoon,Not the pedestrian’s fault,Motorcycle,KTM 125 DUKE,KTM,Orange,A1,1,433465.73,4585204.84,41.41379448,2.20275927
2020S002689    ,Horta-Guinardó,la Font d'en Fargues,Ciències,Sunday,Working Day,2020,6,June,21,18,Afternoon,Not the pedestrian’s fault,Motorcycle,F800GT,BMW,Gray,A,4,429781.38,4586529.46,41.425411185,2.15852473
2020S002690    ,Les Corts,la Maternitat i Sant Ramon,Albert Bastardas,Sunday,Working Day,2020,6,June,21,22,Night,Not the pedestrian’s fault,Motorcycle,UK 110,SUZUKI,White,B,12,425452.51,4581717.25,41.381679647,2.10731722
2020S002690    ,Les Corts,la Maternitat i Sant Ramon,Albert Bastardas,Sunday,Working Day,2020,6,June,21,22,Night,Not the pedestrian’s fault,Car,RANGE ROVER EVOQUE,JAGUAR LAND ROVER LIMIT,White,B,5,425452.51,4581717.25,41.381679647,2.10731722
2020S002691    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Monday,Working Day,2020,6,June,22,1,Night,Not the pedestrian’s fault,Motorcycle,S02,SILENCE,Unknown,B,43,431988.68,4582088.27,41.385600713,2.18543762
2020S002692    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Monday,Working Day,2020,6,June,22,7,Morning,Not the pedestrian’s fault,Car,TOYOTA YARIS,TOYOTA,Blue,B,9,428890.76,4581864.61,41.383318262,2.14841557
2020S002692    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Monday,Working Day,2020,6,June,22,7,Morning,Not the pedestrian’s fault,Motorcycle,SES 125,HONDA,Gray,B,11,428890.76,4581864.61,41.383318262,2.14841557
2020S002693    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Monday,Working Day,2020,6,June,22,9,Morning,Not the pedestrian’s fault,Car,TOYOTA YARIS HYBRID,TOYOTA,White,B,25,429626.2,4582046.82,41.385024071,2.15718927
2020S002694    ,Nou Barris,la Prosperitat,Argullós,Monday,Working Day,2020,6,June,22,9,Morning,Crossing outside pedestrian crossing,Motorcycle,SH 300,HONDA,Gray,A,6,431687.87,4588349.62,41.441969207,2.18113278
2020S002695    ,Sants-Montjuïc,el Poble-sec,Josep Carner,Monday,Working Day,2020,6,June,22,9,Morning,Not the pedestrian’s fault,Car,CIVIC 5P. 1.6I ES,HONDA,Gray,B,6,431117.08,4580639.19,41.372475048,2.17517882
2020S002695    ,Sants-Montjuïc,el Poble-sec,Josep Carner,Monday,Working Day,2020,6,June,22,9,Morning,Not the pedestrian’s fault,Motorcycle,MSX125,HONDA,Black,B,5,431117.08,4580639.19,41.372475048,2.17517882
2020S002696    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Monday,Working Day,2020,6,June,22,9,Morning,Not the pedestrian’s fault,Moped,VESPA LX50,PIAGGIO,Black,AM,13,433406.5,4584690.43,41.409156418,2.20210727
2020S002696    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Monday,Working Day,2020,6,June,22,9,Morning,Not the pedestrian’s fault,Car,MAZDA CX-3,MAZDA,Black,B,32,433406.5,4584690.43,41.409156418,2.20210727
2020S002697    ,Eixample,Sant Antoni,Corts Catalanes,Monday,Working Day,2020,6,June,22,12,Morning,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,White,B,10,429841.57,4581783.12,41.382667832,2.15979543
2020S002697    ,Eixample,Sant Antoni,Corts Catalanes,Monday,Working Day,2020,6,June,22,12,Morning,Not the pedestrian’s fault,Car,307,PEUGEOT,Gray,B,40,429841.57,4581783.12,41.382667832,2.15979543
2020S002698    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner,Monday,Working Day,2020,6,June,22,12,Morning,Not the pedestrian’s fault,Bus,NG 313 F,MAN,Red,D,30,429318.8,4582713.44,41.391001126,2.15343526
